,PRECTOT,QV2M,PS,TS,KT,ALLSKY_SFC_LW_DWN,ALLSKY_SFC_SW_DWN
21293,0.0,0.006057,98.6,19.82,0.43,3.47,8.8
21294,0.44,0.005637,98.38,22.27,0.52,4.08,9.33
21295,1.36,0.006022,98.34,20.9,0.52,4.08,9.33
21296,0.96,0.002534,98.47,17.06,0.66,5.37,7.01
21297,0.56,0.002602,98.42,16.4,0.66,5.37,7.01
21298,0.05,0.00246,98.71,17.26,0.68,5.41,6.76
21299,0.13,0.002611,98.68,16.58,0.68,5.41,6.76
21300,0.07,0.003540999999999999,98.83,18.84,0.62,5.0,7.86
21301,0.26,0.003682,98.78,18.41,0.62,5.0,7.86
21302,23.96,0.009858,98.61,16.45,0.1,0.81,9.14
21303,28.41,0.00986,98.58,16.12,0.1,0.81,9.14
21304,22.78,0.009847,98.73,16.59,0.25,2.08,8.94
21305,30.04,0.009899,98.69,16.39,0.25,2.08,8.94
21306,0.7,0.006912000000000001,98.87,17.01,0.45,3.82,8.16
21307,2.06,0.00691,98.83,16.27,0.45,3.82,8.16
21308,0.03,0.0050490000000000005,98.86,16.18,0.67,5.46,6.96
21309,0.0,0.005362,98.79,15.82,0.67,5.46,6.96
21310,0.0,0.004543,99.02,17.2,0.64,5.52,7.09
21311,0.01,0.004992,98.96,16.84,0.64,5.52,7.09
21312,0.01,0.005974,99.1,19.03,0.65,5.36,7.57
21313,0.08,0.006409000000000001,99.04,18.47,0.65,5.36,7.57
21314,2.19,0.007148999999999998,98.88,20.08,0.41,3.5,8.14
21315,3.79,0.007459,98.83,19.5,0.41,3.5,8.14
21316,3.21,0.007644,98.93,19.92,0.56,4.76,8.14
21317,2.34,0.007845,98.89,19.53,0.56,4.76,8.14
21318,1.39,0.004371,99.45,16.75,0.65,5.69,7.06
21319,2.15,0.004808,99.41,16.26,0.65,5.69,7.06
21320,0.0,0.0048200000000000005,99.43,16.87,0.68,5.83,6.61
21321,0.0,0.00519,99.37,16.9,0.68,5.83,6.61
21322,0.0,0.004368,99.25,18.34,0.6,5.36,7.19
21323,0.0,0.00463,99.19,18.02,0.6,5.36,7.19
21324,0.0,0.005852,99.19,21.32,0.65,5.66,7.84
21325,0.0,0.005772,99.14,20.59,0.65,5.66,7.84
21326,0.41,0.008362,98.94,22.14,0.43,3.74,8.64
21327,0.15,0.007483,98.88,21.77,0.43,3.74,8.64
21328,1.37,0.009102,99.0,21.85,0.39,3.46,9.06
21329,0.34,0.008870999999999999,98.95,21.03,0.39,3.46,9.06
21330,9.97,0.010158,99.01,19.03,0.13,1.15,8.96
21331,6.4,0.009541,98.95,19.25,0.13,1.15,8.96
21332,5.29,0.009821,99.14,20.14,0.56,5.06,8.37
21333,4.71,0.009857,99.11,19.68,0.56,5.06,8.37
21334,0.0,0.007994,99.13,20.89,0.65,5.86,7.79
21335,0.0,0.008131000000000001,99.07,20.61,0.65,5.86,7.79
21336,0.0,0.007056999999999998,98.86,20.32,0.64,5.95,7.59
21337,0.0,0.007210999999999999,98.78,20.1,0.64,5.95,7.59
21338,0.0,0.005902,98.97,20.89,0.67,6.09,7.49
21339,0.0,0.006148,98.9,20.79,0.67,6.09,7.49
21340,0.0,0.005631000000000001,99.0,22.43,0.65,6.02,7.91
21341,0.0,0.005793,98.94,22.21,0.65,6.02,7.91
21342,0.0,0.006372999999999999,99.04,24.02,0.64,5.99,8.22
21343,0.0,0.006977,98.98,23.83,0.64,5.99,8.22
21344,0.0,0.008025,98.79,25.02,0.64,6.01,8.39
21345,0.0,0.008198,98.72,25.04,0.64,6.01,8.39
21346,0.0,0.007781999999999998,98.55,25.41,0.66,6.13,8.19
21347,0.0,0.007853,98.48,25.46,0.66,6.13,8.19
21348,0.0,0.006375,98.57,26.24,0.65,6.18,8.26
21349,0.0,0.006382,98.51,26.0,0.65,6.18,8.26
21350,0.0,0.00691,98.75,26.76,0.66,6.08,8.85
21351,0.0,0.0070560000000000015,98.7,26.66,0.66,6.08,8.85
21352,0.0,0.007955,98.85,28.06,0.64,6.12,8.94
21353,0.0,0.007948,98.79,27.91,0.64,6.12,8.94
21354,0.0,0.008015000000000001,98.82,28.26,0.63,6.22,8.9
21355,0.0,0.007776000000000002,98.75,27.87,0.63,6.22,8.9
21356,0.0,0.006485,98.57,27.32,0.67,6.44,8.02
21357,0.0,0.006437000000000001,98.51,26.72,0.67,6.44,8.02
21358,6.07,0.007670999999999998,98.39,23.58,0.38,3.63,9.26
21359,5.05,0.007609,98.35,23.11,0.38,3.63,9.26
21360,4.03,0.010839,98.56,23.17,0.6,5.76,9.16
21361,6.21,0.010949,98.54,21.98,0.6,5.76,9.16
21362,0.0,0.010614,98.58,25.94,0.61,5.88,9.07
21363,0.02,0.010369,98.55,25.58,0.61,5.88,9.07
21364,0.05,0.009532,98.35,27.15,0.56,5.5,9.12
21365,0.2,0.009515,98.3,26.78,0.56,5.5,9.12
21366,0.05,0.008891,98.03,28.29,0.61,6.09,9.27
21367,0.23,0.009236,97.99,27.76,0.61,6.09,9.27
21368,6.95,0.010722,97.92,25.42,0.51,5.05,9.49
21369,8.14,0.010533,97.87,24.4,0.51,5.05,9.49
21370,16.44,0.011504,98.03,22.79,0.44,4.3,9.32
21371,16.39,0.011497,97.99,21.11,0.44,4.3,9.32
21372,0.0,0.009183,98.28,24.61,0.63,6.36,8.1
21373,0.0,0.009243,98.22,24.18,0.63,6.36,8.1
21374,0.01,0.007455,98.35,24.92,0.63,6.38,8.2
21375,0.0,0.00759,98.29,24.69,0.63,6.38,8.2
21376,0.22,0.007726,98.49,25.92,0.61,6.17,8.59
21377,0.22,0.007814,98.44,25.28,0.61,6.17,8.59
21378,0.17,0.008125,98.69,26.3,0.65,6.42,8.29
21379,0.38,0.00826,98.64,25.76,0.65,6.42,8.29
21380,0.0,0.007370999999999998,98.57,25.6,0.64,6.53,8.16
21381,0.02,0.007759,98.51,25.44,0.64,6.53,8.16
21382,0.0,0.007503,98.43,26.51,0.67,6.66,8.03
21383,0.0,0.007821,98.37,26.31,0.67,6.66,8.03
21384,0.0,0.007272,98.43,28.03,0.62,6.39,8.7
21385,0.0,0.007103,98.38,28.05,0.62,6.39,8.7
21386,6.86,0.009522,98.77,27.13,0.21,2.13,9.59
21387,2.99,0.008935,98.71,27.28,0.21,2.13,9.59
21388,2.15,0.011362,98.96,24.77,0.52,5.37,9.44
21389,1.91,0.010713,98.9,25.84,0.52,5.37,9.44
21390,0.2,0.010776,98.88,26.58,0.62,6.27,9.45
21391,0.82,0.010694,98.84,26.88,0.62,6.27,9.45
21392,1.15,0.01103,98.87,27.67,0.59,5.99,9.51
21393,1.76,0.010731,98.8,28.33,0.59,5.99,9.51
21394,0.05,0.010671,98.94,28.99,0.4,4.13,9.59
21395,0.26,0.010723,98.89,28.75,0.4,4.13,9.59
21396,0.24,0.009787,98.4,28.45,0.65,6.64,8.89
21397,0.55,0.009716,98.33,28.08,0.65,6.64,8.89
21398,0.0,0.009555,97.85,30.64,0.65,6.68,9.05
21399,0.0,0.00956,97.79,30.36,0.65,6.68,9.05
21400,0.0,0.009267,97.98,32.42,0.62,6.66,9.41
21401,0.0,0.009269,97.92,32.21,0.62,6.66,9.41
21402,0.0,0.008884999999999999,98.18,31.74,0.62,6.61,9.53
21403,0.04,0.008815,98.13,31.47,0.62,6.61,9.53
21404,0.0,0.007856,98.12,30.39,0.63,6.74,9.04
21405,0.0,0.007987000000000001,98.05,30.49,0.63,6.74,9.04
21406,0.0,0.006381,97.92,30.16,0.69,7.07,8.32
21407,0.0,0.006367,97.86,29.79,0.69,7.07,8.32
21408,0.0,0.006172,98.0,31.34,0.65,6.97,8.52
21409,0.0,0.006237,97.94,30.81,0.65,6.97,8.52
21410,0.0,0.005672,98.06,32.07,0.66,7.0,8.67
21411,0.0,0.005588,98.01,31.88,0.66,7.0,8.67
21412,0.0,0.005776,98.08,32.29,0.66,6.97,8.75
21413,0.0,0.0059,98.04,31.96,0.66,6.97,8.75
21414,0.0,0.009897,98.39,31.14,0.65,6.82,9.05
21415,0.04,0.010212,98.36,30.6,0.65,6.82,9.05
21416,0.14,0.009932,98.28,32.13,0.64,6.76,9.43
21417,1.0,0.010231,98.24,31.52,0.64,6.76,9.43
21418,1.97,0.01082,98.07,32.91,0.64,6.81,9.63
21419,1.31,0.011031,98.02,32.89,0.64,6.81,9.63
21420,0.03,0.008772,98.09,33.48,0.63,6.97,9.13
21421,0.12,0.008757,98.03,33.0,0.63,6.97,9.13
21422,0.0,0.008468,98.05,33.12,0.65,6.97,9.14
21423,0.0,0.008457,98.01,32.67,0.65,6.97,9.14
21424,0.24,0.008776,98.11,32.63,0.6,6.62,9.11
21425,1.03,0.008957,98.08,32.39,0.6,6.62,9.11
21426,0.09,0.008006000000000001,98.18,33.02,0.62,6.7,9.06
21427,0.13,0.007873,98.13,32.26,0.62,6.7,9.06
21428,0.0,0.005763,98.27,32.99,0.63,6.75,8.76
21429,0.0,0.005869,98.22,32.18,0.63,6.75,8.76
21430,0.0,0.00524,98.27,33.21,0.64,6.9,8.64
21431,0.0,0.005437,98.22,32.49,0.64,6.9,8.64
21432,0.0,0.0053170000000000005,98.06,33.89,0.65,6.87,8.81
21433,0.0,0.005649,98.0,33.04,0.65,6.87,8.81
21434,0.0,0.004386,97.83,34.71,0.62,6.81,9.3
21435,0.0,0.004818,97.75,34.05,0.62,6.81,9.3
21436,0.0,0.004965,97.95,35.85,0.6,6.75,9.44
21437,0.0,0.005325,97.88,35.16,0.6,6.75,9.44
21438,0.0,0.005438,97.93,35.51,0.61,6.74,9.38
21439,0.0,0.005406,97.86,35.37,0.61,6.74,9.38
21440,0.0,0.007188,97.82,37.19,0.59,6.57,10.06
21441,0.0,0.007523,97.75,36.61,0.59,6.57,10.06
21442,0.0,0.007745,97.78,37.98,0.62,6.67,10.17
21443,0.0,0.007896,97.73,37.19,0.62,6.67,10.17
21444,0.02,0.007833,97.9,39.49,0.58,6.4,10.34
21445,0.11,0.008069,97.86,38.67,0.58,6.4,10.34
21446,0.36,0.008665,98.04,39.13,0.6,6.61,10.31
21447,0.56,0.008785,97.99,38.31,0.6,6.61,10.31
21448,0.88,0.009000000000000001,98.1,36.53,0.25,2.75,10.44
21449,0.25,0.008515,98.05,36.19,0.25,2.75,10.44
21450,0.98,0.008464,98.26,36.4,0.6,6.71,9.64
21451,1.31,0.008429,98.21,36.17,0.6,6.71,9.64
21452,0.64,0.008782,98.2,35.78,0.47,5.3,9.79
21453,0.2,0.009042,98.14,35.52,0.47,5.3,9.79
21454,2.7,0.00855,97.97,35.85,0.6,6.79,9.61
21455,1.44,0.008357999999999999,97.91,36.45,0.6,6.79,9.61
21456,0.0,0.008023,97.74,36.52,0.6,6.82,9.67
21457,0.0,0.007558,97.7,36.57,0.6,6.82,9.67
21458,0.0,0.0075980000000000015,97.64,38.8,0.61,6.8,9.96
21459,0.0,0.007345,97.59,38.77,0.61,6.8,9.96
21460,0.0,0.006936,97.68,39.89,0.53,5.79,10.63
21461,0.0,0.007073,97.62,39.68,0.53,5.79,10.63
21462,2.22,0.006229,97.83,37.22,0.63,6.97,9.54
21463,0.86,0.005662,97.75,37.77,0.63,6.97,9.54
21464,0.0,0.005807,97.68,37.88,0.64,7.03,9.23
21465,0.0,0.005398,97.6,38.05,0.64,7.03,9.23
21466,0.0,0.006301,97.48,38.86,0.64,7.13,9.3
21467,0.0,0.005758,97.41,38.77,0.64,7.13,9.3
21468,0.0,0.005504,97.31,38.57,0.62,6.96,9.6
21469,0.0,0.004856,97.23,38.44,0.62,6.96,9.6
21470,0.24,0.005607,97.34,40.09,0.63,6.99,9.73
21471,0.08,0.004815,97.28,39.78,0.63,6.99,9.73
21472,0.0,0.004215999999999999,97.37,39.3,0.63,6.94,9.73
21473,0.0,0.004063000000000001,97.29,39.32,0.63,6.94,9.73
21474,0.11,0.004152,97.52,38.7,0.61,6.96,9.43
21475,0.09,0.003893,97.45,38.28,0.61,6.96,9.43
21476,0.11,0.001927,97.73,36.53,0.67,7.39,8.34
21477,0.12,0.002084,97.66,36.77,0.67,7.39,8.34
21478,0.0,0.003365,97.64,37.77,0.62,6.86,9.62
21479,0.0,0.003116,97.57,37.7,0.62,6.86,9.62
21480,0.01,0.007113,97.72,39.44,0.62,6.91,9.99
21481,0.04,0.006954000000000001,97.66,39.35,0.62,6.91,9.99
21482,0.0,0.007731999999999998,97.82,39.81,0.6,6.9,10.02
21483,0.0,0.007429000000000002,97.75,39.69,0.6,6.9,10.02
21484,0.0,0.00748,97.65,39.64,0.54,6.26,10.17
21485,0.0,0.007373999999999999,97.6,38.91,0.54,6.26,10.17
21486,0.93,0.00643,97.61,39.7,0.3,3.42,10.59
21487,0.78,0.00624,97.58,38.91,0.3,3.42,10.59
21488,0.55,0.008291,97.86,38.34,0.5766644961745083,5.075877278645797,10.97
21489,0.91,0.008731000000000001,97.83,37.53,0.5766644961745083,5.075877278645797,10.97
21490,0.55,0.007879,97.9,38.73,0.42,4.8,10.91
21491,0.44,0.007867,97.86,38.47,0.42,4.8,10.91
21492,0.37,0.007834,97.99,38.97,0.58,6.73,10.34
21493,0.16,0.007954000000000001,97.95,38.56,0.58,6.73,10.34
21494,0.08,0.007835,97.95,38.64,0.61,6.87,9.89
21495,0.45,0.008104,97.91,38.36,0.61,6.87,9.89
21496,0.0,0.008099,97.74,38.23,0.61,6.84,9.85
21497,0.0,0.008122,97.67,38.31,0.61,6.84,9.85
21498,0.0,0.007899,97.59,39.17,0.59,6.85,9.96
21499,0.0,0.007795000000000002,97.53,38.91,0.59,6.85,9.96
21500,0.0,0.006470999999999999,97.52,40.72,0.59,6.85,10.25
21501,0.0,0.006442,97.45,40.38,0.59,6.85,10.25
21502,0.0,0.007679000000000002,97.49,41.39,0.43,4.94,10.73
21503,0.0,0.007584,97.41,41.19,0.43,4.94,10.73
21504,0.0,0.010981,97.6,38.59,0.56,6.44,10.95
21505,0.0,0.011414,97.52,38.2,0.56,6.44,10.95
21506,0.73,0.010811,97.63,39.89,0.51,5.85,11.0
21507,0.27,0.010621,97.54,39.93,0.51,5.85,11.0
21508,0.0,0.012209,97.51,40.35,0.61,6.81,10.4
21509,0.0,0.011887,97.43,40.14,0.61,6.81,10.4
21510,15.73,0.013749,97.44,36.42,0.6,6.67,10.78
21511,16.01,0.013584,97.36,36.14,0.6,6.67,10.78
21512,2.28,0.013503,97.53,36.05,0.17,1.98,11.0
21513,4.09,0.013612,97.47,34.98,0.17,1.98,11.0
21514,0.07,0.013832,97.54,36.72,0.5,5.69,10.51
21515,0.01,0.013996,97.49,36.47,0.5,5.69,10.51
21516,0.03,0.013718,97.56,37.91,0.61,6.81,10.15
21517,0.08,0.013473,97.5,37.43,0.61,6.81,10.15
21518,0.0,0.011705,97.45,38.1,0.59,6.75,10.18
21519,0.01,0.011735,97.39,37.6,0.59,6.75,10.18
21520,0.07,0.010335,97.37,39.23,0.6,6.76,10.48
21521,0.31,0.010927,97.32,38.57,0.6,6.76,10.48
21522,0.06,0.009591,97.28,39.59,0.5766644961745083,5.075877278645797,10.48
21523,0.08,0.010025,97.24,39.22,0.5766644961745083,5.075877278645797,10.48
21524,0.37,0.012789,97.31,39.95,0.56,6.54,11.0
21525,1.29,0.013095,97.29,39.21,0.56,6.54,11.0
21526,4.8,0.014163999999999996,97.31,39.03,0.47,5.36,11.14
21527,7.91,0.015128999999999997,97.3,37.15,0.47,5.36,11.14
21528,1.51,0.015101,97.16,38.37,0.41,4.64,11.05
21529,0.98,0.014905000000000003,97.11,38.27,0.41,4.64,11.05
21530,0.96,0.013456,97.07,39.69,0.56,6.54,10.94
21531,1.58,0.013642,97.02,38.87,0.56,6.54,10.94
21532,4.45,0.013541,97.16,36.05,0.5,5.58,11.39
21533,5.81,0.013334,97.13,35.04,0.5,5.58,11.39
21534,26.76,0.016933,97.11,29.22,0.18,2.07,10.98
21535,29.14,0.017003,97.06,29.54,0.18,2.07,10.98
21536,0.05,0.013361,97.13,33.96,0.58,6.78,10.0
21537,0.05,0.012928,97.05,33.76,0.58,6.78,10.0
21538,0.05,0.015542,97.27,35.2,0.6,6.79,10.16
21539,0.22,0.015494,97.2,34.96,0.6,6.79,10.16
21540,0.08,0.014222,97.6,36.31,0.58,6.72,10.43
21541,0.01,0.014181,97.53,36.01,0.58,6.72,10.43
21542,1.29,0.014625,97.91,36.42,0.5,5.68,10.65
21543,4.17,0.01476,97.85,35.73,0.5,5.68,10.65
21544,15.18,0.016409,97.86,35.04,0.44,5.04,11.06
21545,16.7,0.016372,97.8,34.78,0.44,5.04,11.06
21546,4.53,0.015992,97.79,35.68,0.57,6.37,10.97
21547,3.4,0.015691999999999998,97.73,35.62,0.57,6.37,10.97
21548,0.29,0.014949,97.77,35.73,0.6,6.81,10.86
21549,0.22,0.014961000000000004,97.7,35.71,0.6,6.81,10.86
21550,0.16,0.015635,97.6,36.8,0.58,6.58,11.06
21551,0.6,0.015491,97.53,36.3,0.58,6.58,11.06
21552,1.35,0.015577,97.43,36.59,0.6,6.73,11.24
21553,0.5,0.015749000000000003,97.35,36.45,0.6,6.73,11.24
21554,8.17,0.017158,97.19,35.6,0.57,6.29,11.84
21555,7.76,0.017157,97.1,35.76,0.57,6.29,11.84
21556,11.59,0.017899,97.28,34.09,0.3,3.44,11.91
21557,20.65,0.018839,97.22,32.93,0.3,3.44,11.91
21558,12.7,0.017869,97.35,33.44,0.46,5.12,11.53
21559,15.9,0.018387,97.3,32.72,0.46,5.12,11.53
21560,4.8,0.017461,97.41,34.37,0.5,5.72,11.24
21561,3.8,0.017662999999999998,97.36,33.94,0.5,5.72,11.24
21562,5.66,0.017858000000000002,97.41,33.94,0.36,4.05,11.39
21563,3.82,0.017716,97.36,33.34,0.36,4.05,11.39
21564,35.75,0.019235,97.35,30.64,0.14,1.52,11.28
21565,41.62,0.019394,97.32,29.98,0.14,1.52,11.28
21566,70.24,0.019974,97.52,28.72,0.09,0.98,11.2
21567,83.21,0.020173,97.51,28.52,0.09,0.98,11.2
21568,16.1,0.020839,97.48,28.14,0.07,0.75,11.11
21569,15.71,0.020841,97.47,28.03,0.07,0.75,11.11
21570,1.78,0.020017,97.65,29.98,0.54,6.13,10.98
21571,4.3,0.020404,97.6,29.69,0.54,6.13,10.98
21572,0.65,0.019437,97.46,30.55,0.58,6.68,10.82
21573,0.56,0.019757,97.39,29.93,0.58,6.68,10.82
21574,0.63,0.018753,97.07,30.98,0.6,6.7,10.92
21575,0.66,0.01925,96.99,30.09,0.6,6.7,10.92
21576,0.13,0.018345,97.01,31.66,0.46,5.16,11.39
21577,0.37,0.019165,96.93,30.7,0.46,5.16,11.39
21578,1.32,0.019396,97.26,32.06,0.42,4.71,11.42
21579,3.91,0.0199,97.21,30.91,0.42,4.71,11.42
21580,3.01,0.019516,97.4,32.26,0.29,3.19,11.38
21581,3.03,0.020118,97.35,31.12,0.29,3.19,11.38
21582,2.63,0.019391,97.39,31.18,0.43,4.77,11.26
21583,2.01,0.019759,97.34,30.51,0.43,4.77,11.26
21584,3.19,0.019221,97.45,31.42,0.28,3.1,11.13
21585,4.05,0.019596,97.39,30.57,0.28,3.1,11.13
21586,1.22,0.019664,97.62,31.84,0.5,5.54,11.22
21587,2.09,0.020236,97.57,31.32,0.5,5.54,11.22
21588,0.38,0.020033,97.7,31.49,0.5,5.45,11.38
21589,1.5,0.020614,97.66,30.76,0.5,5.45,11.38
21590,0.06,0.020156,97.76,31.48,0.53,5.99,11.17
21591,0.17,0.02076,97.73,30.57,0.53,5.99,11.17
21592,0.29,0.019122,97.73,31.69,0.5,5.44,11.22
21593,0.21,0.019883,97.69,30.66,0.5,5.44,11.22
21594,4.81,0.018879,97.53,31.74,0.56,6.15,11.29
21595,7.83,0.019693,97.5,30.51,0.56,6.15,11.29
21596,2.25,0.019268,97.42,30.72,0.44,4.96,11.21
21597,2.67,0.019716,97.42,29.9,0.44,4.96,11.21
21598,0.97,0.019022,97.52,30.78,0.51,5.61,10.87
21599,1.69,0.0196,97.5,29.97,0.51,5.61,10.87
21600,0.12,0.017189,97.59,30.64,0.48,5.33,10.94
21601,0.2,0.017609,97.54,29.79,0.48,5.33,10.94
21602,0.46,0.017836,97.35,30.28,0.32,3.47,11.19
21603,0.1,0.01822,97.33,29.48,0.32,3.47,11.19
21604,0.18,0.018289,97.37,31.9,0.35,3.79,11.27
21605,0.14,0.01868,97.31,31.17,0.35,3.79,11.27
21606,3.48,0.018045,97.49,30.81,0.3,3.28,11.28
21607,6.19,0.018788,97.42,30.14,0.3,3.28,11.28
21608,1.53,0.01817,97.82,30.0,0.33,3.63,11.15
21609,1.99,0.018634,97.75,30.01,0.33,3.63,11.15
21610,5.09,0.017754,97.97,30.03,0.45,4.94,10.97
21611,3.35,0.018043,97.92,29.55,0.45,4.94,10.97
21612,0.19,0.018117,97.85,30.78,0.56,6.03,11.09
21613,0.03,0.018377,97.8,29.44,0.56,6.03,11.09
21614,0.05,0.017422999999999998,97.63,33.22,0.52,5.61,11.35
21615,0.08,0.017845,97.57,32.22,0.52,5.61,11.35
21616,6.72,0.018437,97.44,33.83,0.44,4.74,11.61
21617,6.18,0.018873,97.39,32.81,0.44,4.74,11.61
21618,5.15,0.018803,97.4,33.43,0.21,2.24,11.55
21619,8.16,0.019268,97.34,32.32,0.21,2.24,11.55
21620,7.12,0.019307,97.56,31.99,0.32,3.38,11.4
21621,8.41,0.019827,97.5,31.19,0.32,3.38,11.4
21622,20.8,0.019781,97.73,30.49,0.14,1.52,11.28
21623,27.79,0.020243,97.66,29.79,0.14,1.52,11.28
21624,30.02,0.019913,97.56,28.57,0.17,1.85,11.32
21625,25.1,0.020069,97.48,28.65,0.17,1.85,11.32
21626,5.23,0.018384,97.59,31.04,0.47,5.01,11.39
21627,5.59,0.018787,97.53,30.4,0.47,5.01,11.39
21628,8.54,0.019445,97.86,30.38,0.17,1.86,11.31
21629,9.35,0.019691,97.81,29.89,0.17,1.86,11.31
21630,5.28,0.019744,97.92,30.7,0.54,5.77,11.19
21631,7.86,0.020296,97.88,29.98,0.54,5.77,11.19
21632,1.18,0.019313,97.84,31.4,0.5,5.31,11.14
21633,2.5,0.019522,97.8,30.73,0.5,5.31,11.14
21634,2.03,0.020552,97.76,31.82,0.28,3.02,11.42
21635,1.18,0.020758,97.72,30.87,0.28,3.02,11.42
21636,17.85,0.020919,97.84,30.45,0.26,2.74,11.6
21637,13.71,0.02117,97.78,30.06,0.26,2.74,11.6
21638,7.18,0.020576,97.9,30.06,0.46,4.91,11.29
21639,6.54,0.020825,97.84,29.53,0.46,4.91,11.29
21640,1.15,0.019718,97.78,30.74,0.46,4.83,11.17
21641,2.84,0.019975,97.71,29.91,0.46,4.83,11.17
21642,3.3,0.019746,97.81,31.02,0.57,5.84,10.73
21643,3.79,0.019899,97.74,30.23,0.57,5.84,10.73
21644,6.3,0.019201,97.86,30.02,0.55,5.82,10.84
21645,4.77,0.019226,97.77,29.4,0.55,5.82,10.84
21646,1.74,0.018238,97.77,29.79,0.54,5.5,10.89
21647,8.11,0.018711,97.69,28.79,0.54,5.5,10.89
21648,9.33,0.01828,97.74,29.19,0.45,4.65,10.98
21649,8.29,0.018604,97.66,28.68,0.45,4.65,10.98
21650,2.2,0.01745,97.68,29.37,0.48,5.04,10.9
21651,6.9,0.017991999999999998,97.61,28.62,0.48,5.04,10.9
21652,28.14,0.019121,97.73,28.61,0.55,5.64,10.8
21653,31.8,0.019272,97.66,28.11,0.55,5.64,10.8
21654,1.42,0.018449,97.82,28.83,0.6,6.09,10.55
21655,3.31,0.018856,97.75,28.09,0.6,6.09,10.55
21656,0.0,0.017333,97.75,29.21,0.61,6.27,10.18
21657,0.0,0.017784,97.67,28.29,0.61,6.27,10.18
21658,0.0,0.017386000000000002,97.76,29.62,0.59,6.08,10.12
21659,0.06,0.017762,97.69,28.56,0.59,6.08,10.12
21660,5.92,0.017183,97.83,29.91,0.6,6.08,10.19
21661,6.06,0.017462000000000002,97.77,29.02,0.6,6.08,10.19
21662,0.14,0.017256,97.86,30.59,0.54,5.58,10.33
21663,0.33,0.017730000000000003,97.8,29.49,0.54,5.58,10.33
21664,7.52,0.017908,97.76,30.27,0.6,6.07,10.32
21665,3.38,0.01823,97.69,29.5,0.6,6.07,10.32
21666,0.01,0.017372,97.75,30.46,0.61,6.05,10.1
21667,0.05,0.017609,97.68,29.39,0.61,6.05,10.1
21668,0.34,0.015949,97.82,29.65,0.62,6.14,9.93
21669,1.46,0.01599,97.75,28.47,0.62,6.14,9.93
21670,0.0,0.014403,97.72,29.35,0.65,6.41,9.46
21671,0.03,0.014721,97.64,28.29,0.65,6.41,9.46
21672,0.0,0.013336,97.77,29.04,0.65,6.32,9.6
21673,0.06,0.013745,97.69,28.08,0.65,6.32,9.6
21674,0.35,0.013549,98.11,29.02,0.61,6.16,9.71
21675,1.52,0.013853,98.04,28.07,0.61,6.16,9.71
21676,0.0,0.0124,98.4,28.91,0.64,6.38,9.43
21677,0.04,0.012378,98.34,27.88,0.64,6.38,9.43
21678,0.0,0.01158,98.35,28.89,0.63,6.33,9.32
21679,0.0,0.011854,98.28,27.8,0.63,6.33,9.32
21680,0.0,0.012107,98.26,29.59,0.64,6.31,9.42
21681,0.0,0.012306,98.19,28.51,0.64,6.31,9.42
21682,0.0,0.012809,98.18,30.04,0.64,6.21,9.54
21683,0.0,0.012724,98.11,28.94,0.64,6.21,9.54
21684,0.0,0.012413,98.17,30.12,0.64,6.23,9.5
21685,0.0,0.012559,98.1,29.14,0.64,6.23,9.5
21686,0.0,0.011673,98.15,30.03,0.64,6.29,9.2
21687,0.0,0.012089,98.08,29.35,0.64,6.29,9.2
21688,0.0,0.011042,98.28,29.91,0.65,6.24,9.24
21689,0.0,0.011388,98.21,29.11,0.65,6.24,9.24
21690,0.0,0.011352,98.22,29.93,0.64,6.16,9.33
21691,0.0,0.011621,98.16,29.13,0.64,6.16,9.33
21692,0.03,0.011602,98.21,31.11,0.6,5.7,10.2
21693,0.03,0.01158,98.16,30.28,0.6,5.7,10.2
21694,1.79,0.012472,98.25,31.32,0.6,5.84,10.11
21695,0.4,0.011574,98.2,30.63,0.6,5.84,10.11
21696,0.21,0.010829,98.01,31.55,0.62,5.83,9.66
21697,0.27,0.011264,97.95,30.76,0.62,5.83,9.66
21698,0.0,0.010584,97.97,31.74,0.63,5.87,9.71
21699,0.0,0.010844,97.92,31.11,0.63,5.87,9.71
21700,1.76,0.011975,97.95,31.24,0.59,5.71,10.08
21701,1.22,0.011671,97.91,30.67,0.59,5.71,10.08
21702,0.05,0.013242,98.02,32.03,0.57,5.36,10.47
21703,0.0,0.01258,97.98,31.47,0.57,5.36,10.47
21704,12.42,0.015787,98.08,29.77,0.4,3.79,11.03
21705,10.34,0.014474,98.06,29.53,0.4,3.79,11.03
21706,2.69,0.017419,97.95,31.23,0.55,5.03,11.04
21707,5.34,0.017206,97.93,30.35,0.55,5.03,11.04
21708,11.29,0.017688,97.84,31.86,0.56,5.22,10.95
21709,14.28,0.017928,97.81,30.97,0.56,5.22,10.95
21710,4.9,0.017169999999999998,97.84,31.46,0.57,5.24,10.93
21711,2.91,0.017016999999999997,97.78,31.27,0.57,5.24,10.93
21712,3.5,0.016894,97.81,31.14,0.55,5.01,11.05
21713,4.42,0.016891,97.75,30.67,0.55,5.01,11.05
21714,0.39,0.014576,98.19,29.0,0.54,4.94,10.25
21715,0.42,0.014648,98.13,28.49,0.54,4.94,10.25
21716,0.0,0.010168,98.1,27.52,0.63,5.76,8.91
21717,0.0,0.010542,98.03,27.1,0.63,5.76,8.91
21718,0.0,0.009444,97.97,27.24,0.64,5.66,9.11
21719,0.0,0.009738,97.9,26.89,0.64,5.66,9.11
